fiscal_period_end,total_equity,total_debt,cash_and_equivalents,revenue,gross_profit,operating_income,ebit,net_income,shares_outstanding,revenue_ttm,gross_profit_ttm,operating_income_ttm,ebit_ttm,net_income_ttm,ticker
2014-10-31,3790614000.0,,846325000.0,3928978000.0,2995631000.0,-110817000.0,-110817000.0,-196923000.0,619748000.0,,,,,,CRM
2015-04-30,4235203000.0,,941956000.0,1511167000.0,1129365000.0,31105000.0,31105000.0,4092000.0,653809000.0,9212240000.0,7004650000.0,-223828000.0,-223828000.0,-447741000.0,CRM
2015-07-31,4535803000.0,,1089351000.0,1634684000.0,2358665000.0,50929000.0,50929000.0,3240000.0,656636000.0,9620152000.0,8428848000.0,-117558000.0,-117558000.0,-347590000.0,CRM
2015-10-31,4749954000.0,,1223318000.0,1711967000.0,3646949000.0,94363000.0,94363000.0,-21917000.0,659160000.0,8786796000.0,10130610000.0,65580000.0,65580000.0,-211508000.0,CRM
2016-01-31,5002869000.0,,1158363000.0,1809398000.0,-2122311000.0,-61474000.0,-61474000.0,-32841000.0,670929000.0,6667216000.0,5012668000.0,114923000.0,114923000.0,-47426000.0,CRM
2016-04-30,5584264000.0,,1799083000.0,1916603000.0,1419622000.0,51986000.0,51986000.0,38759000.0,677514000.0,7072652000.0,5302925000.0,135804000.0,135804000.0,-12759000.0,CRM
2016-07-31,6132576000.0,,1115226000.0,2036618000.0,2930661000.0,84537000.0,84537000.0,268381000.0,678929000.0,7474586000.0,5874921000.0,169412000.0,169412000.0,252382000.0,CRM
2016-10-31,6806037000.0,,1145736000.0,2144775000.0,4489914000.0,87573000.0,87573000.0,231072000.0,683075000.0,7907394000.0,6717886000.0,162622000.0,162622000.0,505371000.0,CRM
2017-01-31,7500127000.0,2008391000.0,1606549000.0,2339004000.0,-2682252000.0,-159868000.0,-159868000.0,-358580000.0,707460000.0,8437000000.0,6157945000.0,64228000.0,64228000.0,179632000.0,CRM
2017-04-30,7934488000.0,,2024904000.0,2397000000.0,1737024000.0,-8882000.0,-8882000.0,-9207000.0,706174000.0,8917397000.0,6475347000.0,3360000.0,3360000.0,131666000.0,CRM
2017-07-31,8451314000.0,,1949110000.0,4974000000.0,3627946000.0,41911000.0,41911000.0,8529000.0,709157000.0,11854779000.0,7172632000.0,-39266000.0,-39266000.0,-128186000.0,CRM
2017-10-31,8829370000.0,,2071837000.0,7675000000.0,5593279000.0,157899000.0,157899000.0,59923000.0,711884000.0,17385004000.0,8275997000.0,31060000.0,31060000.0,-299335000.0,CRM
2018-01-31,9388496000.0,1719498000.0,2543484000.0,-4506000000.0,-3251759000.0,44840000.0,44840000.0,68233000.0,707460000.0,10540000000.0,7706490000.0,235768000.0,235768000.0,127478000.0,CRM
2018-04-30,11060000000.0,3175000000.0,5922000000.0,3006000000.0,2239000000.0,191000000.0,191000000.0,344000000.0,729000000.0,11149000000.0,8208466000.0,435650000.0,435650000.0,480685000.0,CRM
2018-07-31,13528000000.0,3676000000.0,2319000000.0,6287000000.0,4671000000.0,306000000.0,306000000.0,643000000.0,737000000.0,12462000000.0,9251520000.0,699739000.0,699739000.0,1115156000.0,CRM
2018-10-31,14693000000.0,3676000000.0,2105000000.0,9679000000.0,7174000000.0,398000000.0,398000000.0,748000000.0,746000000.0,14466000000.0,10832241000.0,939840000.0,939840000.0,1803233000.0,CRM
2019-01-31,15605000000.0,3176000000.0,2669000000.0,-5690000000.0,-4253000000.0,-360000000.0,-360000000.0,-625000000.0,770000000.0,13282000000.0,9831000000.0,535000000.0,535000000.0,1110000000.0,CRM
2019-04-30,16446000000.0,3177000000.0,4110000000.0,3737000000.0,2823000000.0,210000000.0,210000000.0,392000000.0,771000000.0,14013000000.0,10415000000.0,554000000.0,554000000.0,1158000000.0,CRM
2019-07-31,17166000000.0,2977000000.0,3510000000.0,7734000000.0,5853000000.0,268000000.0,268000000.0,483000000.0,774000000.0,15460000000.0,11597000000.0,516000000.0,516000000.0,998000000.0,CRM
2019-10-31,33279000000.0,2827000000.0,3868000000.0,12247000000.0,9232000000.0,333000000.0,333000000.0,374000000.0,809000000.0,18028000000.0,13655000000.0,451000000.0,451000000.0,624000000.0,CRM
2020-04-30,34565000000.0,2677000000.0,5772000000.0,4865000000.0,3611000000.0,-140000000.0,-140000000.0,99000000.0,896000000.0,28583000000.0,21519000000.0,671000000.0,671000000.0,1348000000.0,CRM
2020-07-31,38440000000.0,2676000000.0,4052000000.0,10016000000.0,7451000000.0,38000000.0,38000000.0,2724000000.0,901000000.0,34862000000.0,26147000000.0,499000000.0,499000000.0,3680000000.0,CRM
2020-10-31,40310000000.0,2676000000.0,3724000000.0,15435000000.0,11476000000.0,262000000.0,262000000.0,3805000000.0,905000000.0,42563000000.0,31770000000.0,493000000.0,493000000.0,7002000000.0,CRM
2021-01-31,41493000000.0,2677000000.0,6195000000.0,-2466000000.0,-2094000000.0,-356000000.0,-356000000.0,2823000000.0,919000000.0,27850000000.0,20444000000.0,-196000000.0,-196000000.0,9451000000.0,CRM
2021-04-30,42567000000.0,2676000000.0,8544000000.0,5963000000.0,4408000000.0,354000000.0,354000000.0,469000000.0,921000000.0,28948000000.0,21241000000.0,298000000.0,298000000.0,9821000000.0,CRM
2021-07-31,55520000000.0,11931000000.0,6299000000.0,12303000000.0,9135000000.0,686000000.0,686000000.0,1004000000.0,927000000.0,31235000000.0,22925000000.0,946000000.0,946000000.0,8101000000.0,CRM
2021-10-31,57054000000.0,10611000000.0,4753000000.0,19166000000.0,14154000000.0,724000000.0,724000000.0,1472000000.0,945000000.0,34966000000.0,25603000000.0,1408000000.0,1408000000.0,5768000000.0,CRM
2022-01-31,58131000000.0,10596000000.0,5464000000.0,-10940000000.0,-8231000000.0,-1216000000.0,-1216000000.0,-1501000000.0,989000000.0,26492000000.0,19466000000.0,548000000.0,548000000.0,1444000000.0,CRM
2022-04-30,58876000000.0,10597000000.0,6859000000.0,7411000000.0,5366000000.0,20000000.0,20000000.0,28000000.0,991000000.0,27940000000.0,20424000000.0,214000000.0,214000000.0,1003000000.0,CRM
2022-07-31,60098000000.0,10599000000.0,6931000000.0,15131000000.0,10959000000.0,213000000.0,213000000.0,96000000.0,994000000.0,30768000000.0,22248000000.0,-259000000.0,-259000000.0,95000000.0,CRM
2022-10-31,59351000000.0,10600000000.0,6076000000.0,22968000000.0,16708000000.0,673000000.0,673000000.0,306000000.0,995000000.0,34570000000.0,24802000000.0,-310000000.0,-310000000.0,-1071000000.0,CRM
2023-01-31,58359000000.0,10601000000.0,7016000000.0,-14158000000.0,-10041000000.0,124000000.0,124000000.0,-222000000.0,1009000000.0,31352000000.0,22992000000.0,1030000000.0,1030000000.0,208000000.0,CRM
2023-04-30,57412000000.0,9602000000.0,9155000000.0,8247000000.0,6122000000.0,412000000.0,412000000.0,199000000.0,980000000.0,32188000000.0,23748000000.0,1422000000.0,1422000000.0,379000000.0,CRM
2023-07-31,58082000000.0,9423000000.0,6772000000.0,16850000000.0,12612000000.0,1888000000.0,1888000000.0,1466000000.0,977000000.0,33907000000.0,25401000000.0,3097000000.0,3097000000.0,1749000000.0,CRM
2023-10-31,58090000000.0,9425000000.0,6453000000.0,25570000000.0,19177000000.0,3389000000.0,3389000000.0,2690000000.0,976000000.0,36509000000.0,27870000000.0,5813000000.0,5813000000.0,4133000000.0,CRM
2024-01-31,59646000000.0,9426000000.0,8472000000.0,-15810000000.0,-11595000000.0,-678000000.0,-678000000.0,-219000000.0,971000000.0,34857000000.0,26316000000.0,5011000000.0,5011000000.0,4136000000.0,CRM
2024-04-30,59683000000.0,9429000000.0,9958000000.0,9133000000.0,6971000000.0,1709000000.0,1709000000.0,1533000000.0,970000000.0,35743000000.0,27165000000.0,6308000000.0,6308000000.0,5470000000.0,CRM
2024-07-31,57633000000.0,8430000000.0,7682000000.0,18458000000.0,14137000000.0,3492000000.0,3492000000.0,2962000000.0,967000000.0,37351000000.0,28690000000.0,7912000000.0,7912000000.0,6966000000.0,CRM
2024-10-31,58525000000.0,8432000000.0,7997000000.0,27902000000.0,21476000000.0,5385000000.0,5385000000.0,4489000000.0,963000000.0,39683000000.0,30989000000.0,9908000000.0,9908000000.0,8765000000.0,CRM
2025-01-31,61173000000.0,8433000000.0,8848000000.0,-17598000000.0,-13332000000.0,-3381000000.0,-3381000000.0,-2787000000.0,962000000.0,37895000000.0,29252000000.0,7205000000.0,7205000000.0,6197000000.0,CRM
2025-04-30,60666000000.0,8435000000.0,10928000000.0,9829000000.0,7564000000.0,1942000000.0,1942000000.0,1541000000.0,960000000.0,38591000000.0,29845000000.0,7438000000.0,7438000000.0,6205000000.0,CRM
2025-07-31,61328000000.0,8436000000.0,10365000000.0,20065000000.0,15558000000.0,4274000000.0,4274000000.0,3428000000.0,958000000.0,40198000000.0,31266000000.0,8220000000.0,8220000000.0,6671000000.0,CRM
2025-10-31,60021000000.0,8438000000.0,8978000000.0,30324000000.0,23562000000.0,6462000000.0,6462000000.0,5514000000.0,955000000.0,42620000000.0,33352000000.0,9297000000.0,9297000000.0,7696000000.0,CRM
2008-06-27,,,6571000000.0,16425000000.0,10639000000.0,4553000000.0,4553000000.0,2922000000.0,2319000000.0,,,,,,KO
2008-09-26,,,7797000000.0,24818000000.0,16012000000.0,6740000000.0,6740000000.0,4812000000.0,2316000000.0,,,,,,KO
2008-12-31,20472000000.0,3246000000.0,4701000000.0,31944000000.0,20570000000.0,8446000000.0,8446000000.0,5807000000.0,2315000000.0,,,,,,KO
2009-04-03,,,6816000000.0,7169000000.0,4579000000.0,1863000000.0,1863000000.0,1348000000.0,2313000000.0,80356000000.0,51800000000.0,21602000000.0,21602000000.0,14889000000.0,KO
2009-07-03,23076000000.0,5066000000.0,7647000000.0,15436000000.0,9933000000.0,4301000000.0,4301000000.0,3385000000.0,2313000000.0,79367000000.0,51094000000.0,21350000000.0,21350000000.0,15352000000.0,KO
2009-10-02,23955000000.0,5078000000.0,8846000000.0,23480000000.0,15043000000.0,6451000000.0,6451000000.0,5281000000.0,2314000000.0,78029000000.0,50125000000.0,21061000000.0,21061000000.0,15821000000.0,KO
2009-12-31,24799000000.0,5110000000.0,7021000000.0,-42197000000.0,-27319000000.0,-11508000000.0,-11508000000.0,-6717000000.0,2314000000.0,3888000000.0,2236000000.0,1107000000.0,1107000000.0,3297000000.0,KO
2010-04-02,24872000000.0,4965000000.0,5684000000.0,7525000000.0,4984000000.0,2183000000.0,2183000000.0,1614000000.0,2304000000.0,4244000000.0,2641000000.0,1427000000.0,1427000000.0,3563000000.0,KO
2010-07-02,25518000000.0,4971000000.0,7735000000.0,16199000000.0,10703000000.0,4946000000.0,4946000000.0,3983000000.0,2305000000.0,5007000000.0,3411000000.0,2072000000.0,2072000000.0,4161000000.0,KO
2010-10-01,27906000000.0,5003000000.0,10509000000.0,24625000000.0,16211000000.0,7290000000.0,7290000000.0,6038000000.0,2307000000.0,6152000000.0,4579000000.0,2911000000.0,2911000000.0,4918000000.0,KO
2010-12-31,31003000000.0,15317000000.0,8517000000.0,-12874000000.0,-9067000000.0,-5650000000.0,-5650000000.0,440000000.0,2308000000.0,35475000000.0,22831000000.0,8769000000.0,8769000000.0,12075000000.0,KO
2011-04-01,32279000000.0,14095000000.0,9075000000.0,10517000000.0,6568000000.0,2279000000.0,2279000000.0,1900000000.0,2292000000.0,38467000000.0,24415000000.0,8865000000.0,8865000000.0,12361000000.0,KO
2011-07-01,35142000000.0,13859000000.0,10166000000.0,23254000000.0,14316000000.0,5453000000.0,5453000000.0,4697000000.0,2291000000.0,45522000000.0,28028000000.0,9372000000.0,9372000000.0,13075000000.0,KO
2011-09-30,33209000000.0,15790000000.0,12682000000.0,35502000000.0,21689000000.0,8203000000.0,8203000000.0,6918000000.0,2289000000.0,56399000000.0,33506000000.0,10285000000.0,10285000000.0,13955000000.0,KO
2011-12-31,31635000000.0,15697000000.0,12803000000.0,-22731000000.0,-14247000000.0,-5781000000.0,-5781000000.0,-4943000000.0,2284000000.0,46542000000.0,28326000000.0,10154000000.0,10154000000.0,8572000000.0,KO
2012-03-30,32818000000.0,17740000000.0,10664000000.0,11137000000.0,6789000000.0,2509000000.0,2509000000.0,2054000000.0,2263000000.0,47162000000.0,28547000000.0,10384000000.0,10384000000.0,8726000000.0,KO
2012-06-29,32269000000.0,16518000000.0,9337000000.0,24222000000.0,14650000000.0,5803000000.0,5803000000.0,4842000000.0,2259000000.0,48130000000.0,28881000000.0,10734000000.0,10734000000.0,8871000000.0,KO
2012-09-28,33210000000.0,16522000000.0,9615000000.0,36562000000.0,22137000000.0,8596000000.0,8596000000.0,7153000000.0,4513000000.0,49190000000.0,29329000000.0,11127000000.0,11127000000.0,9106000000.0,KO
2012-12-31,32790000000.0,16313000000.0,8442000000.0,-23904000000.0,-14612000000.0,-6129000000.0,-6129000000.0,-5030000000.0,4504000000.0,48017000000.0,28964000000.0,10779000000.0,10779000000.0,9019000000.0,KO
2013-03-29,32480000000.0,18796000000.0,9162000000.0,11035000000.0,6711000000.0,2408000000.0,2408000000.0,1751000000.0,4455000000.0,47915000000.0,28886000000.0,10678000000.0,10678000000.0,8716000000.0,KO
2013-06-28,32223000000.0,17372000000.0,9406000000.0,23784000000.0,14471000000.0,5651000000.0,5651000000.0,4427000000.0,4450000000.0,47477000000.0,28707000000.0,10526000000.0,10526000000.0,8301000000.0,KO
2013-09-27,32132000000.0,17367000000.0,11118000000.0,35814000000.0,21708000000.0,8123000000.0,8123000000.0,6874000000.0,4442000000.0,46729000000.0,28278000000.0,10053000000.0,10053000000.0,8022000000.0,KO
2013-12-31,33173000000.0,20178000000.0,10414000000.0,-23779000000.0,-14457000000.0,-5954000000.0,-5954000000.0,-4468000000.0,4434000000.0,46854000000.0,28433000000.0,10228000000.0,10228000000.0,8584000000.0,KO
2014-03-28,32654000000.0,20191000000.0,9131000000.0,10576000000.0,6493000000.0,2376000000.0,2376000000.0,1619000000.0,4401000000.0,46395000000.0,28215000000.0,10196000000.0,10196000000.0,8452000000.0,KO
2014-06-27,34071000000.0,20162000000.0,11618000000.0,23150000000.0,14248000000.0,5546000000.0,5546000000.0,4214000000.0,4396000000.0,45761000000.0,27992000000.0,10091000000.0,10091000000.0,8239000000.0,KO
2014-09-26,33429000000.0,22635000000.0,11084000000.0,35126000000.0,21594000000.0,8257000000.0,8257000000.0,6328000000.0,4392000000.0,45073000000.0,27878000000.0,10225000000.0,10225000000.0,7693000000.0,KO
2014-12-31,30320000000.0,22615000000.0,8958000000.0,-22854000000.0,-14226000000.0,-6471000000.0,-6471000000.0,-5063000000.0,4387000000.0,45998000000.0,28109000000.0,9708000000.0,9708000000.0,7098000000.0,KO
2015-04-03,28837000000.0,28127000000.0,8211000000.0,10711000000.0,6608000000.0,2296000000.0,2296000000.0,1557000000.0,4365000000.0,46133000000.0,28224000000.0,9628000000.0,9628000000.0,7036000000.0,KO
2015-07-03,28418000000.0,28008000000.0,8805000000.0,22867000000.0,14016000000.0,4831000000.0,4831000000.0,4665000000.0,4360000000.0,45850000000.0,27992000000.0,8913000000.0,8913000000.0,7487000000.0,KO
2015-10-02,26049000000.0,28641000000.0,9983000000.0,34294000000.0,20866000000.0,7210000000.0,7210000000.0,6114000000.0,4357000000.0,45018000000.0,27264000000.0,7866000000.0,7866000000.0,7273000000.0,KO
2015-12-31,25554000000.0,31084000000.0,7309000000.0,-23578000000.0,-14678000000.0,-5609000000.0,-5609000000.0,-4985000000.0,4352000000.0,44294000000.0,26812000000.0,8728000000.0,8728000000.0,7351000000.0,KO
2016-04-01,24914000000.0,31946000000.0,8748000000.0,10282000000.0,6213000000.0,2141000000.0,2141000000.0,1483000000.0,4328000000.0,43865000000.0,26417000000.0,8573000000.0,8573000000.0,7277000000.0,KO
2016-07-01,26637000000.0,34147000000.0,9647000000.0,21821000000.0,13281000000.0,5000000000.0,5000000000.0,4931000000.0,4325000000.0,42819000000.0,25682000000.0,8742000000.0,8742000000.0,7543000000.0,KO
2016-09-30,26076000000.0,35136000000.0,11147000000.0,32454000000.0,19783000000.0,7271000000.0,7271000000.0,5977000000.0,4322000000.0,40979000000.0,24599000000.0,8803000000.0,8803000000.0,7406000000.0,KO
2016-12-31,23062000000.0,33211000000.0,8555000000.0,-22694000000.0,-13879000000.0,-5786000000.0,-5786000000.0,-5864000000.0,4317000000.0,41863000000.0,25398000000.0,8626000000.0,8626000000.0,6527000000.0,KO
2017-03-31,22876000000.0,33723000000.0,12120000000.0,9118000000.0,5605000000.0,1982000000.0,1982000000.0,1182000000.0,4287000000.0,40699000000.0,24790000000.0,8467000000.0,8467000000.0,6226000000.0,KO
2017-06-30,22001000000.0,35283000000.0,11718000000.0,18820000000.0,11648000000.0,4060000000.0,4060000000.0,2553000000.0,4280000000.0,37698000000.0,23157000000.0,7527000000.0,7527000000.0,3848000000.0,KO
2017-09-29,22119000000.0,35702000000.0,12528000000.0,27898000000.0,17331000000.0,6180000000.0,6180000000.0,4000000000.0,4275000000.0,33142000000.0,20705000000.0,6436000000.0,6436000000.0,1871000000.0,KO
2017-12-31,17072000000.0,34480000000.0,6006000000.0,-20426000000.0,-12430000000.0,-4721000000.0,-4721000000.0,-6487000000.0,4272000000.0,35410000000.0,22154000000.0,7501000000.0,7501000000.0,1248000000.0,KO
2018-03-30,19610000000.0,34162000000.0,8291000000.0,7626000000.0,4888000000.0,1811000000.0,1811000000.0,1368000000.0,4265.0,33918000000.0,21437000000.0,7330000000.0,7330000000.0,1434000000.0,KO
2018-06-29,18323000000.0,32086000000.0,7975000000.0,17719000000.0,10563000000.0,4538000000.0,4538000000.0,3684000000.0,4260.0,32817000000.0,20352000000.0,7808000000.0,7808000000.0,2565000000.0,KO
2018-09-28,18264000000.0,31864000000.0,9065000000.0,24798000000.0,15749000000.0,7064000000.0,7064000000.0,5564000000.0,4258.0,29717000000.0,18770000000.0,8692000000.0,8692000000.0,4129000000.0,KO
2018-12-31,16981000000.0,30361000000.0,8926000000.0,-18287000000.0,-11114000000.0,-4713000000.0,-4713000000.0,-4182000000.0,4259000000.0,31856000000.0,20086000000.0,8700000000.0,8700000000.0,6434000000.0,KO
2019-03-29,17735000000.0,32697000000.0,5645000000.0,8020000000.0,5030000000.0,2336000000.0,2336000000.0,1678000000.0,4271.0,32250000000.0,20228000000.0,9225000000.0,9225000000.0,6744000000.0,KO
2019-06-28,18181000000.0,32045000000.0,6731000000.0,18691000000.0,11405000000.0,5423000000.0,5423000000.0,4285000000.0,4270000000.0,33222000000.0,21070000000.0,10110000000.0,10110000000.0,7345000000.0,KO
2019-09-27,18713000000.0,31504000000.0,7531000000.0,28198000000.0,17145000000.0,7922000000.0,7922000000.0,6878000000.0,4273000000.0,36622000000.0,22466000000.0,10968000000.0,10968000000.0,8659000000.0,KO
2019-12-31,18981000000.0,31769000000.0,6480000000.0,-17643000000.0,-10933000000.0,-5595000000.0,-5595000000.0,-3921000000.0,4276000000.0,37266000000.0,22647000000.0,10086000000.0,10086000000.0,8920000000.0,KO
2020-03-27,18158000000.0,36736000000.0,13561000000.0,8601000000.0,5230000000.0,2380000000.0,2380000000.0,2775000000.0,4289000000.0,37847000000.0,22847000000.0,10130000000.0,10130000000.0,10017000000.0,KO
2020-06-26,17484000000.0,42910000000.0,10037000000.0,15751000000.0,9367000000.0,4361000000.0,4361000000.0,4554000000.0,4292000000.0,34907000000.0,20809000000.0,9068000000.0,9068000000.0,10286000000.0,KO
2020-09-25,18607000000.0,47010000000.0,11385000000.0,24403000000.0,14548000000.0,6659000000.0,6659000000.0,6291000000.0,4293000000.0,31112000000.0,18212000000.0,7805000000.0,7805000000.0,9699000000.0,KO
2020-12-31,19299000000.0,40610000000.0,6795000000.0,-15741000000.0,-9564000000.0,-4403000000.0,-4403000000.0,-5873000000.0,4295000000.0,33014000000.0,19581000000.0,8997000000.0,8997000000.0,7747000000.0,KO
2021-04-02,20355000000.0,43050000000.0,8484000000.0,9020000000.0,5515000000.0,2722000000.0,2722000000.0,2245000000.0,4307000000.0,33433000000.0,19866000000.0,9339000000.0,9339000000.0,7217000000.0,KO
2021-07-02,22249000000.0,40141000000.0,9188000000.0,19149000000.0,11857000000.0,5738000000.0,5738000000.0,4886000000.0,4310000000.0,36831000000.0,22356000000.0,10716000000.0,10716000000.0,7549000000.0,KO
2021-10-01,22179000000.0,39842000000.0,11301000000.0,29191000000.0,17922000000.0,8636000000.0,8636000000.0,7357000000.0,4313000000.0,41619000000.0,25730000000.0,12693000000.0,12693000000.0,8615000000.0,KO
2021-12-31,22999000000.0,39454000000.0,9684000000.0,-18705000000.0,-11996000000.0,-6788000000.0,-6788000000.0,-4717000000.0,4315000000.0,38655000000.0,23298000000.0,10308000000.0,10308000000.0,9771000000.0,KO
2022-04-01,24845000000.0,38091000000.0,7681000000.0,10491000000.0,6400000000.0,3405000000.0,3405000000.0,2781000000.0,4332000000.0,40126000000.0,24183000000.0,10991000000.0,10991000000.0,10307000000.0,KO
