fiscal_period_end,total_equity,total_debt,cash_and_equivalents,revenue,gross_profit,operating_income,ebit,net_income,shares_outstanding,revenue_ttm,gross_profit_ttm,operating_income_ttm,ebit_ttm,net_income_ttm,ticker
2012-09-30,238606000000.0,321825000000.0,106415000000.0,64674000000.0,,,,3456000000.0,10777267465.0,89096000000.0,,,,13944000000.0,BAC
2012-12-31,236956000000.0,306316000000.0,110752000000.0,-47864000000.0,,,,-3037000000.0,10778263628.0,83334000000.0,,,,4188000000.0,BAC
2013-03-31,237293000000.0,321789000000.0,100980000000.0,23197000000.0,,1984000000.0,1984000000.0,1483000000.0,10822379936.0,84253000000.0,,,,5018000000.0,BAC
2013-06-30,231032000000.0,308950000000.0,98828000000.0,45924000000.0,,7482000000.0,7482000000.0,5495000000.0,10743097956.0,85931000000.0,,,,7397000000.0,BAC
2013-09-30,232282000000.0,296100000000.0,121233000000.0,67454000000.0,,12327000000.0,12327000000.0,7992000000.0,10683282112.0,88711000000.0,,,,11933000000.0,BAC
2013-12-31,232685000000.0,493779000000.0,131322000000.0,-47633000000.0,,-5621000000.0,-5621000000.0,-3539000000.0,10591808296.0,88942000000.0,,16172000000.0,16172000000.0,11431000000.0,BAC
2014-03-31,231888000000.0,306194000000.0,151645000000.0,22566000000.0,,-681000000.0,-681000000.0,-276000000.0,10530045485.0,88311000000.0,,13507000000.0,13507000000.0,9672000000.0,BAC
2014-06-30,237411000000.0,302944000000.0,152899000000.0,44313000000.0,,2114000000.0,2114000000.0,2015000000.0,10515824628.0,86700000000.0,,8139000000.0,8139000000.0,6192000000.0,BAC
2014-09-30,238681000000.0,501315000000.0,128659000000.0,65522000000.0,,2545000000.0,2545000000.0,1783000000.0,10515893904.0,84768000000.0,,-1643000000.0,-1643000000.0,-17000000.0,BAC
2014-12-31,243471000000.0,475588000000.0,138589000000.0,-48154000000.0,,2877000000.0,2877000000.0,1311000000.0,10516542476.0,84247000000.0,,6855000000.0,6855000000.0,4833000000.0,BAC
2015-03-31,250188000000.0,474886000000.0,162543000000.0,21202000000.0,,4742000000.0,4742000000.0,3357000000.0,10520400507.0,82883000000.0,,12278000000.0,12278000000.0,8466000000.0,BAC
2015-06-30,251659000000.0,496341000000.0,163514000000.0,43319000000.0,,12261000000.0,12261000000.0,8677000000.0,10471836636.0,81889000000.0,,22425000000.0,22425000000.0,15128000000.0,BAC
2015-09-30,255905000000.0,471044000000.0,170426000000.0,64001000000.0,,18330000000.0,18330000000.0,13185000000.0,10427305035.0,80368000000.0,,38210000000.0,38210000000.0,26530000000.0,BAC
2015-12-31,256205000000.0,439153000000.0,159353000000.0,-46015000000.0,,-13179000000.0,-13179000000.0,-9331000000.0,10380265063.0,82507000000.0,,22154000000.0,22154000000.0,15888000000.0,BAC
2016-03-31,262776000000.0,452690000000.0,179610000000.0,19512000000.0,,3699000000.0,3699000000.0,2680000000.0,10312660252.0,80817000000.0,,21111000000.0,21111000000.0,15211000000.0,BAC
2016-06-30,267069000000.0,440730000000.0,171207000000.0,39910000000.0,,9628000000.0,9628000000.0,6912000000.0,10216780615.0,77408000000.0,,18478000000.0,18478000000.0,13446000000.0,BAC
2016-09-30,270083000000.0,225136000000.0,143434000000.0,63711000000.0,,19098000000.0,19098000000.0,13210000000.0,10123845121.0,77118000000.0,,19246000000.0,19246000000.0,13471000000.0,BAC
2016-12-31,266840000000.0,216823000000.0,147738000000.0,-39432000000.0,,-7272000000.0,-7272000000.0,-4896000000.0,10052625604.0,83701000000.0,,25153000000.0,25153000000.0,17906000000.0,BAC
2017-03-31,268153000000.0,221385000000.0,168025000000.0,22248000000.0,,6565000000.0,6565000000.0,4856000000.0,9974189863.0,86437000000.0,,28019000000.0,28019000000.0,20082000000.0,BAC
2017-06-30,270987000000.0,223923000000.0,158704000000.0,45077000000.0,,14942000000.0,14942000000.0,10125000000.0,9878118264.0,91604000000.0,,33333000000.0,33333000000.0,23295000000.0,BAC
2017-09-30,272459000000.0,228666000000.0,172381000000.0,66916000000.0,,22808000000.0,22808000000.0,15712000000.0,10457473674.0,94809000000.0,,37043000000.0,37043000000.0,25797000000.0,BAC
2017-12-31,267146000000.0,227402000000.0,157434000000.0,-46889000000.0,,-15102000000.0,-15102000000.0,-12461000000.0,10287302431.0,87352000000.0,,29213000000.0,29213000000.0,18232000000.0,BAC
2018-03-31,266224000000.0,232256000000.0,204241000000.0,23125000000.0,,8394000000.0,8394000000.0,6918000000.0,10175910851.0,88229000000.0,,31042000000.0,31042000000.0,20294000000.0,BAC
2018-06-30,264216000000.0,226595000000.0,171199000000.0,45734000000.0,,16892000000.0,16892000000.0,13702000000.0,10012719225.0,88886000000.0,,32992000000.0,32992000000.0,23871000000.0,BAC
2018-09-30,262158000000.0,234100000000.0,184858000000.0,68511000000.0,,25886000000.0,25886000000.0,20869000000.0,9858252641.0,90481000000.0,,36070000000.0,36070000000.0,29028000000.0,BAC
2018-12-31,265325000000.0,229340000000.0,177404000000.0,-46123000000.0,,-16588000000.0,-16588000000.0,-13342000000.0,9669286370.0,91247000000.0,,34584000000.0,34584000000.0,28147000000.0,BAC
2019-03-31,267010000000.0,233929000000.0,171623000000.0,23004000000.0,,8767000000.0,8767000000.0,7311000000.0,9568389268.0,91126000000.0,,34957000000.0,34957000000.0,28540000000.0,BAC
2019-06-30,271408000000.0,238011000000.0,171394000000.0,46088000000.0,,17726000000.0,17726000000.0,14659000000.0,9342601750.0,91480000000.0,,35791000000.0,35791000000.0,29497000000.0,BAC
2019-09-30,268387000000.0,243405000000.0,157094000000.0,68895000000.0,,24585000000.0,24585000000.0,20436000000.0,9079264535.0,91864000000.0,,34490000000.0,34490000000.0,29064000000.0,BAC
2019-12-31,264810000000.0,240856000000.0,161560000000.0,-46743000000.0,,-18324000000.0,-18324000000.0,-14976000000.0,8836148954.0,91244000000.0,,32754000000.0,32754000000.0,27430000000.0,BAC
2020-03-31,264918000000.0,256712000000.0,250390000000.0,22767000000.0,,4531000000.0,4531000000.0,4010000000.0,8675487435.0,91007000000.0,,28518000000.0,28518000000.0,24129000000.0,BAC
2020-06-30,265637000000.0,261638000000.0,289346000000.0,45093000000.0,,8330000000.0,8330000000.0,7543000000.0,8664081625.0,90012000000.0,,19122000000.0,19122000000.0,17013000000.0,BAC
2020-09-30,268850000000.0,255723000000.0,301006000000.0,65429000000.0,,12876000000.0,12876000000.0,12424000000.0,8661522562.0,86546000000.0,,7413000000.0,7413000000.0,9001000000.0,BAC
2020-12-31,272924000000.0,262934000000.0,,-47761000000.0,,-6742000000.0,-6742000000.0,-6083000000.0,8650814105.0,85528000000.0,,18995000000.0,18995000000.0,17894000000.0,BAC
2021-03-31,274000000000.0,251211000000.0,,22821000000.0,,9166000000.0,9166000000.0,8050000000.0,8589731470.0,85582000000.0,,23630000000.0,23630000000.0,21934000000.0,BAC
2021-06-30,277119000000.0,274604000000.0,,44287000000.0,,17208000000.0,17208000000.0,17274000000.0,8487151465.0,84776000000.0,,32508000000.0,32508000000.0,31665000000.0,BAC
2021-09-30,272464000000.0,278621000000.0,,67053000000.0,,26158000000.0,26158000000.0,24965000000.0,8241243911.0,86400000000.0,,45790000000.0,45790000000.0,44206000000.0,BAC
2021-12-31,270066000000.0,280117000000.0,,-45048000000.0,,-18556000000.0,-18556000000.0,-18311000000.0,8077831463.0,89113000000.0,,33976000000.0,33976000000.0,31978000000.0,BAC
2022-03-31,266617000000.0,278710000000.0,,23228000000.0,,7879000000.0,7879000000.0,7067000000.0,8062102236.0,89520000000.0,,32689000000.0,32689000000.0,30995000000.0,BAC
2022-06-30,269118000000.0,275697000000.0,,45916000000.0,,14771000000.0,14771000000.0,13314000000.0,8035221887.0,91149000000.0,,30252000000.0,30252000000.0,27035000000.0,BAC
2022-09-30,269524000000.0,269122000000.0,,70418000000.0,,23072000000.0,23072000000.0,20396000000.0,8024450244.0,94514000000.0,,27166000000.0,27166000000.0,22466000000.0,BAC
2022-12-31,273197000000.0,285882000000.0,,-44612000000.0,,-14753000000.0,-14753000000.0,-13249000000.0,7996777943.0,94950000000.0,,30969000000.0,30969000000.0,27528000000.0,BAC
2023-03-31,280196000000.0,283873000000.0,,26258000000.0,,9089000000.0,9089000000.0,8161000000.0,7972438148.0,97980000000.0,,32179000000.0,32179000000.0,28622000000.0,BAC
2023-06-30,283319000000.0,286073000000.0,,51455000000.0,,17123000000.0,17123000000.0,15569000000.0,7953563116.0,103519000000.0,,34531000000.0,34531000000.0,30877000000.0,BAC
2023-09-30,287064000000.0,290359000000.0,,76622000000.0,,25218000000.0,25218000000.0,23371000000.0,7923357339.0,109723000000.0,,36677000000.0,36677000000.0,33852000000.0,BAC
2023-12-31,291646000000.0,315304000000.0,,-55754000000.0,,-23088000000.0,-23088000000.0,-20586000000.0,7895457665.0,98581000000.0,,28342000000.0,28342000000.0,26515000000.0,BAC
2024-03-31,293552000000.0,296346000000.0,,25818000000.0,,7262000000.0,7262000000.0,6674000000.0,7866868200.0,98141000000.0,,26515000000.0,26515000000.0,25028000000.0,BAC
2024-06-30,293892000000.0,290474000000.0,,51195000000.0,,14822000000.0,14822000000.0,13571000000.0,7774753442.0,97881000000.0,,24214000000.0,24214000000.0,23030000000.0,BAC
2024-09-30,296512000000.0,296927000000.0,,76540000000.0,,22146000000.0,22146000000.0,20467000000.0,7688767832.0,97799000000.0,,21142000000.0,21142000000.0,20126000000.0,BAC
2024-12-31,295559000000.0,307479000000.0,,-51666000000.0,,-14976000000.0,-14976000000.0,-13580000000.0,7610862311.0,101887000000.0,,29254000000.0,29254000000.0,27132000000.0,BAC
2025-03-31,295581000000.0,304146000000.0,,27366000000.0,,8116000000.0,8116000000.0,7396000000.0,7560084716.0,103435000000.0,,30108000000.0,30108000000.0,27854000000.0,BAC
2025-06-30,299599000000.0,313418000000.0,,53829000000.0,,15804000000.0,15804000000.0,14512000000.0,7436679485.0,106069000000.0,,31090000000.0,31090000000.0,28795000000.0,BAC
2025-09-30,304152000000.0,311484000000.0,,81917000000.0,,25260000000.0,25260000000.0,22981000000.0,7329421929.0,111446000000.0,,34204000000.0,34204000000.0,31309000000.0,BAC
2008-06-30,,,5273000000.0,40576000000.0,,2386000000.0,2386000000.0,1331000000.0,1229000000.0,,,,,,UNH
2008-09-30,,,6081000000.0,60732000000.0,,3984000000.0,3984000000.0,2251000000.0,1220000000.0,,,,,,UNH
2008-12-31,20780000000.0,12794000000.0,7426000000.0,81186000000.0,,5263000000.0,5263000000.0,2977000000.0,1201000000.0,,,,,,UNH
2009-03-31,21375000000.0,,7887000000.0,22004000000.0,,1668000000.0,1668000000.0,984000000.0,1198000000.0,204498000000.0,,13301000000.0,13301000000.0,7543000000.0,UNH
2009-06-30,21545000000.0,11719000000.0,7247000000.0,43659000000.0,,3108000000.0,3108000000.0,1843000000.0,1151000000.0,207581000000.0,,14023000000.0,14023000000.0,8055000000.0,UNH
2009-09-30,22898000000.0,11190000000.0,9535000000.0,65354000000.0,,4784000000.0,4784000000.0,2878000000.0,1153000000.0,212203000000.0,,14823000000.0,14823000000.0,8682000000.0,UNH
2009-12-31,23606000000.0,11173000000.0,9800000000.0,-95356000000.0,,-5274000000.0,-5274000000.0,-2737000000.0,1147000000.0,35661000000.0,,4286000000.0,4286000000.0,2968000000.0,UNH
2010-03-31,24319000000.0,10523000000.0,9920000000.0,23193000000.0,,2016000000.0,2016000000.0,1191000000.0,1133000000.0,36850000000.0,,4634000000.0,4634000000.0,3175000000.0,UNH
2010-06-30,24829000000.0,10712000000.0,9983000000.0,46457000000.0,,3917000000.0,3917000000.0,2314000000.0,1115000000.0,39648000000.0,,5443000000.0,5443000000.0,3646000000.0,UNH
2010-09-30,25611000000.0,11005000000.0,9577000000.0,70125000000.0,,6062000000.0,6062000000.0,3591000000.0,1099000000.0,44419000000.0,,6721000000.0,6721000000.0,4359000000.0,UNH
2010-12-31,25825000000.0,11142000000.0,9123000000.0,-44431000000.0,,-3783000000.0,-3783000000.0,-2255000000.0,1086000000.0,95344000000.0,,8212000000.0,8212000000.0,4841000000.0,UNH
2011-03-31,26571000000.0,11645000000.0,9790000000.0,25432000000.0,,2221000000.0,2221000000.0,1346000000.0,1077000000.0,97583000000.0,,8417000000.0,8417000000.0,4996000000.0,UNH
2011-06-30,27363000000.0,11131000000.0,9775000000.0,50666000000.0,,4320000000.0,4320000000.0,2613000000.0,1069000000.0,101792000000.0,,8820000000.0,8820000000.0,5295000000.0,UNH
2011-09-30,27872000000.0,11919000000.0,13679000000.0,75946000000.0,,6390000000.0,6390000000.0,3884000000.0,1054000000.0,107613000000.0,,9148000000.0,9148000000.0,5588000000.0,UNH
2011-12-31,28292000000.0,11638000000.0,9429000000.0,-50182000000.0,,-4467000000.0,-4467000000.0,-2701000000.0,1039000000.0,101862000000.0,,8464000000.0,8464000000.0,5142000000.0,UNH
2012-03-31,28856000000.0,12854000000.0,11661000000.0,27282000000.0,,2317000000.0,2317000000.0,1388000000.0,1033000000.0,103712000000.0,,8560000000.0,8560000000.0,5184000000.0,UNH
2012-06-30,29375000000.0,12617000000.0,11578000000.0,54547000000.0,,4543000000.0,4543000000.0,2725000000.0,1024000000.0,107593000000.0,,8783000000.0,8783000000.0,5296000000.0,UNH
2012-09-30,30223000000.0,12998000000.0,8916000000.0,81849000000.0,,7153000000.0,7153000000.0,4282000000.0,1012000000.0,113496000000.0,,9546000000.0,9546000000.0,5694000000.0,UNH
2012-12-31,31178000000.0,16754000000.0,8406000000.0,-53060000000.0,,-4759000000.0,-4759000000.0,-2869000000.0,1019000000.0,110618000000.0,,9254000000.0,9254000000.0,5526000000.0,UNH
2013-03-31,31757000000.0,18049000000.0,10038000000.0,30340000000.0,,2139000000.0,2139000000.0,1192000000.0,1013000000.0,113676000000.0,,9076000000.0,9076000000.0,5330000000.0,UNH
2013-06-30,31381000000.0,16629000000.0,7654000000.0,60748000000.0,,4540000000.0,4540000000.0,2628000000.0,1006000000.0,119877000000.0,,9073000000.0,9073000000.0,5233000000.0,UNH
2013-09-30,32016000000.0,16783000000.0,8286000000.0,91372000000.0,,7171000000.0,7171000000.0,4198000000.0,998000000.0,129400000000.0,,9091000000.0,9091000000.0,5149000000.0,UNH
2013-12-31,32149000000.0,16860000000.0,7276000000.0,-59971000000.0,,-4227000000.0,-4227000000.0,-2393000000.0,988000000.0,122489000000.0,,9623000000.0,9623000000.0,5625000000.0,UNH
2014-03-31,32549000000.0,16765000000.0,7514000000.0,31708000000.0,,2054000000.0,2054000000.0,1099000000.0,984000000.0,123857000000.0,,9538000000.0,9538000000.0,5532000000.0,UNH
2014-06-30,32935000000.0,16747000000.0,6412000000.0,64282000000.0,,4606000000.0,4606000000.0,2507000000.0,973000000.0,127391000000.0,,9604000000.0,9604000000.0,5411000000.0,UNH
2014-09-30,32604000000.0,17517000000.0,7233000000.0,97041000000.0,,7509000000.0,7509000000.0,4109000000.0,962000000.0,133060000000.0,,9942000000.0,9942000000.0,5322000000.0,UNH
2014-12-31,32454000000.0,17406000000.0,7495000000.0,-62557000000.0,,-3895000000.0,-3895000000.0,-2096000000.0,954000000.0,130474000000.0,,10274000000.0,10274000000.0,5619000000.0,UNH
2015-03-31,31878000000.0,18374000000.0,8650000000.0,35756000000.0,,2640000000.0,2640000000.0,1413000000.0,952000000.0,134522000000.0,,10860000000.0,10860000000.0,5933000000.0,UNH
2015-06-30,33020000000.0,18071000000.0,7887000000.0,72019000000.0,,5535000000.0,5535000000.0,2998000000.0,952000000.0,142259000000.0,,11789000000.0,11789000000.0,6424000000.0,UNH
2015-09-30,33122000000.0,31782000000.0,7983000000.0,113508000000.0,,8553000000.0,8553000000.0,4595000000.0,953000000.0,158726000000.0,,12833000000.0,12833000000.0,6910000000.0,UNH
2015-12-31,33725000000.0,32094000000.0,10923000000.0,-64176000000.0,,-5707000000.0,-5707000000.0,-3193000000.0,953000000.0,157107000000.0,,11021000000.0,11021000000.0,5813000000.0,UNH
2016-03-31,35067000000.0,33722000000.0,10596000000.0,44527000000.0,,2960000000.0,2960000000.0,1611000000.0,954000000.0,165878000000.0,,11341000000.0,11341000000.0,6011000000.0,UNH
2016-06-30,36287000000.0,33198000000.0,8217000000.0,91012000000.0,,6163000000.0,6163000000.0,3365000000.0,951000000.0,184871000000.0,,11969000000.0,11969000000.0,6378000000.0,UNH
2016-09-30,37554000000.0,33224000000.0,12796000000.0,137305000000.0,,9743000000.0,9743000000.0,5333000000.0,952000000.0,208668000000.0,,13159000000.0,13159000000.0,7116000000.0,UNH
2016-12-31,38177000000.0,32970000000.0,10430000000.0,-88004000000.0,,-5936000000.0,-5936000000.0,-3292000000.0,952000000.0,184840000000.0,,12930000000.0,12930000000.0,7017000000.0,UNH
2017-03-31,43995000000.0,33901000000.0,16142000000.0,48723000000.0,,3413000000.0,3413000000.0,2172000000.0,965000000.0,189036000000.0,,13383000000.0,13383000000.0,7578000000.0,UNH
2017-06-30,45336000000.0,31936000000.0,14582000000.0,98776000000.0,,7144000000.0,7144000000.0,4456000000.0,965000000.0,196800000000.0,,14364000000.0,14364000000.0,8669000000.0,UNH
2017-09-30,47310000000.0,29262000000.0,16269000000.0,149098000000.0,,11232000000.0,11232000000.0,6941000000.0,969000000.0,208593000000.0,,15853000000.0,15853000000.0,10277000000.0,UNH
2017-12-31,49833000000.0,31692000000.0,11981000000.0,-95438000000.0,,-6580000000.0,-6580000000.0,-3011000000.0,969000000.0,201159000000.0,,15209000000.0,15209000000.0,10558000000.0,UNH
2018-03-31,50036000000.0,35585000000.0,18243000000.0,55188000000.0,,4053000000.0,4053000000.0,2836000000.0,962000000.0,207624000000.0,,15849000000.0,15849000000.0,11222000000.0,UNH
2018-06-30,50783000000.0,35055000000.0,18368000000.0,111274000000.0,,8257000000.0,8257000000.0,5758000000.0,962000000.0,220122000000.0,,16962000000.0,16962000000.0,12524000000.0,UNH
2018-09-30,52596000000.0,33553000000.0,10263000000.0,167830000000.0,,12847000000.0,12847000000.0,8946000000.0,962000000.0,238854000000.0,,18577000000.0,18577000000.0,14529000000.0,UNH
2018-12-31,54319000000.0,36554000000.0,10866000000.0,-108045000000.0,,-7813000000.0,-7813000000.0,-5554000000.0,960000000.0,226247000000.0,,17344000000.0,17344000000.0,11986000000.0,UNH
2019-03-31,54451000000.0,38338000000.0,12407000000.0,60308000000.0,,4832000000.0,4832000000.0,3467000000.0,953000000.0,231367000000.0,,18123000000.0,18123000000.0,12617000000.0,UNH
2019-06-30,55854000000.0,42273000000.0,13745000000.0,120903000000.0,,9576000000.0,9576000000.0,6760000000.0,948000000.0,240996000000.0,,19442000000.0,19442000000.0,13619000000.0,UNH
2019-09-30,57756000000.0,44894000000.0,12363000000.0,181254000000.0,,14590000000.0,14590000000.0,10298000000.0,947000000.0,254420000000.0,,21185000000.0,21185000000.0,14971000000.0,UNH
2019-12-31,60436000000.0,40678000000.0,10985000000.0,-120310000000.0,,-9313000000.0,-9313000000.0,-6686000000.0,948000000.0,242155000000.0,,19685000000.0,19685000000.0,13839000000.0,UNH
2020-03-31,59863000000.0,51607000000.0,21569000000.0,64421000000.0,,4996000000.0,4996000000.0,3382000000.0,947000000.0,246268000000.0,,19849000000.0,19849000000.0,13754000000.0,UNH
2020-06-30,66515000000.0,46057000000.0,22327000000.0,126559000000.0,,14237000000.0,14237000000.0,10019000000.0,950000000.0,251924000000.0,,24510000000.0,24510000000.0,17013000000.0,UNH
2020-09-30,68104000000.0,43794000000.0,17550000000.0,191674000000.0,,18888000000.0,18888000000.0,13191000000.0,949000000.0,262344000000.0,,28808000000.0,28808000000.0,19906000000.0,UNH
2020-12-31,68328000000.0,43467000000.0,16921000000.0,-125513000000.0,,-15716000000.0,-15716000000.0,-11189000000.0,946000000.0,257141000000.0,,22405000000.0,22405000000.0,15403000000.0,UNH
2021-03-31,69313000000.0,46258000000.0,19955000000.0,70196000000.0,,6739000000.0,6739000000.0,4862000000.0,944000000.0,262916000000.0,,24148000000.0,24148000000.0,16883000000.0,UNH
2021-06-30,72022000000.0,48216000000.0,19832000000.0,141517000000.0,,12717000000.0,12717000000.0,9128000000.0,943000000.0,277874000000.0,,22628000000.0,22628000000.0,15992000000.0,UNH
2021-09-30,73259000000.0,46965000000.0,21085000000.0,213854000000.0,,18429000000.0,18429000000.0,13214000000.0,942000000.0,300054000000.0,,22169000000.0,22169000000.0,16015000000.0,UNH
2021-12-31,75045000000.0,46003000000.0,21375000000.0,-137970000000.0,,-13915000000.0,-13915000000.0,-9919000000.0,941000000.0,287597000000.0,,23970000000.0,23970000000.0,17285000000.0,UNH
2022-03-31,76128000000.0,47493000000.0,25482000000.0,80149000000.0,,6950000000.0,6950000000.0,5027000000.0,939000000.0,297550000000.0,,24181000000.0,24181000000.0,17450000000.0,UNH
2022-06-30,76205000000.0,51391000000.0,24612000000.0,160481000000.0,,14082000000.0,14082000000.0,10097000000.0,935000000.0,316514000000.0,,25546000000.0,25546000000.0,18419000000.0,UNH
2022-09-30,78064000000.0,48667000000.0,38845000000.0,241375000000.0,,21544000000.0,21544000000.0,15359000000.0,935000000.0,344035000000.0,,28661000000.0,28661000000.0,20564000000.0,UNH
2022-12-31,81450000000.0,57623000000.0,23365000000.0,-157843000000.0,,-14141000000.0,-14141000000.0,-10363000000.0,934000000.0,324162000000.0,,28435000000.0,28435000000.0,20120000000.0,UNH
2023-03-31,85821000000.0,70588000000.0,41913000000.0,91931000000.0,,8086000000.0,8086000000.0,5611000000.0,932000000.0,335944000000.0,,29571000000.0,29571000000.0,20704000000.0,UNH
2023-06-30,87368000000.0,65589000000.0,41813000000.0,184834000000.0,,16143000000.0,16143000000.0,11085000000.0,927000000.0,360297000000.0,,31632000000.0,31632000000.0,21692000000.0,UNH
2023-09-30,89564000000.0,63369000000.0,38915000000.0,277195000000.0,,24669000000.0,24669000000.0,16926000000.0,925000000.0,396117000000.0,,34757000000.0,34757000000.0,23259000000.0,UNH
2023-12-31,94421000000.0,62537000000.0,25427000000.0,-182338000000.0,,-16540000000.0,-16540000000.0,-11241000000.0,924000000.0,371622000000.0,,32358000000.0,32358000000.0,22381000000.0,UNH
2024-03-31,92370000000.0,73637000000.0,28414000000.0,99796000000.0,,7931000000.0,7931000000.0,-1409000000.0,920000000.0,379487000000.0,,32203000000.0,32203000000.0,15361000000.0,UNH
2024-06-30,94676000000.0,75098000000.0,26286000000.0,198651000000.0,,15806000000.0,15806000000.0,2807000000.0,921000000.0,393304000000.0,,31866000000.0,31866000000.0,7083000000.0,UNH
2024-09-30,99881000000.0,78010000000.0,32400000000.0,299471000000.0,,24514000000.0,24514000000.0,8862000000.0,923000000.0,415580000000.0,,31711000000.0,31711000000.0,-981000000.0,UNH
2024-12-31,98268000000.0,76904000000.0,25312000000.0,-197640000000.0,,-15964000000.0,-15964000000.0,4145000000.0,915000000.0,400278000000.0,,32287000000.0,32287000000.0,14405000000.0,UNH
2025-03-31,100811000000.0,81271000000.0,30717000000.0,109575000000.0,,9119000000.0,9119000000.0,6292000000.0,910000000.0,410057000000.0,,33475000000.0,33475000000.0,22106000000.0,UNH
2025-06-30,100469000000.0,79193000000.0,28596000000.0,221191000000.0,,14269000000.0,14269000000.0,9698000000.0,905000000.0,432597000000.0,,31938000000.0,31938000000.0,28997000000.0,UNH
2025-09-30,101569000000.0,80136000000.0,27210000000.0,334352000000.0,,18584000000.0,18584000000.0,12046000000.0,906000000.0,467478000000.0,,26008000000.0,26008000000.0,32181000000.0,UNH
2008-04-30,,,378548000.0,,,,,,,,,,,,CRM
2008-07-31,,,427043000.0,510699000.0,405310000.0,31519000.0,31519000.0,19551000.0,120321000.0,,,,,,CRM
2008-10-31,,,382314000.0,787186000.0,625449000.0,47652000.0,47652000.0,29675000.0,120759000.0,,,,,,CRM
2009-01-31,671784000.0,7616000.0,483834000.0,1076769000.0,856298000.0,63742000.0,63742000.0,43428000.0,122850062.0,,,,,,CRM
2009-04-30,,,341705000.0,304924000.0,243124000.0,30123000.0,30123000.0,18436000.0,123206000.0,2679578000.0,2130181000.0,173036000.0,173036000.0,111090000.0,CRM
2009-07-31,791117000.0,14796000.0,246169000.0,620985000.0,496689000.0,59612000.0,59612000.0,39634000.0,123526000.0,2789864000.0,2221560000.0,201129000.0,201129000.0,131173000.0,CRM
2009-10-31,858891000.0,14952000.0,242888000.0,951534000.0,761668000.0,89753000.0,89753000.0,60325000.0,123871000.0,2954212000.0,2357779000.0,243230000.0,243230000.0,161823000.0,CRM
2010-01-31,1043802000.0,13485000.0,1011306000.0,,,,,,127152449.0,,,,,,CRM
2010-04-30,1134510000.0,11805000.0,690794000.0,376813000.0,305232000.0,33050000.0,33050000.0,17745000.0,128032000.0,,,,,,CRM
2010-07-31,1240626000.0,14577000.0,409925000.0,771185000.0,621814000.0,62732000.0,62732000.0,32489000.0,128747000.0,,,,,,CRM
2010-10-31,1210288000.0,27949000.0,630303000.0,1200272000.0,968770000.0,97888000.0,97888000.0,53561000.0,129461000.0,,,,,,CRM
2011-01-31,1276491000.0,25487000.0,424292000.0,-691131000.0,-562490000.0,-96173000.0,-96173000.0,-39321000.0,132921147.0,1657139000.0,1333326000.0,97497000.0,97497000.0,64474000.0,CRM
2011-04-30,1255642000.0,49062000.0,664612000.0,504364000.0,401298000.0,-2803000.0,-2803000.0,530000.0,133454000.0,1784690000.0,1429392000.0,61644000.0,61644000.0,47259000.0,CRM
2011-07-31,1418123000.0,46088000.0,449794000.0,1050366000.0,826390000.0,-18551000.0,-18551000.0,-3738000.0,134273000.0,2063871000.0,1633968000.0,-19639000.0,-19639000.0,11032000.0,CRM
2011-10-31,1498389000.0,52559000.0,502987000.0,1634626000.0,1282085000.0,-28708000.0,-28708000.0,-7494000.0,134824000.0,2498225000.0,1947283000.0,-146235000.0,-146235000.0,-50023000.0,CRM
2012-01-31,1587360000.0,72091000.0,607284000.0,2266539000.0,1777653000.0,-35085000.0,-35085000.0,-11572000.0,137036541.0,5455895000.0,4287426000.0,-85147000.0,-85147000.0,-22274000.0,CRM
2012-04-30,1809769000.0,47788000.0,440785000.0,695467000.0,543916000.0,-22249000.0,-22249000.0,-19475000.0,138150000.0,5646998000.0,4430044000.0,-104593000.0,-104593000.0,-42279000.0,CRM
2012-07-31,1892314000.0,49790000.0,1000730000.0,1427116000.0,1113147000.0,-35715000.0,-35715000.0,-29304000.0,138789000.0,6023748000.0,4716801000.0,-121757000.0,-121757000.0,-67845000.0,CRM
2012-08-13,,,1000730000.0,,,,,,,,,,,,CRM
2012-10-31,2083615000.0,63629000.0,521720000.0,2215514000.0,1715297000.0,-89903000.0,-89903000.0,-249601000.0,139959000.0,,,,,,CRM
2013-01-31,2317633000.0,,747245000.0,-2858974000.0,-2239481000.0,49993000.0,49993000.0,20032000.0,146406655.0,,,,,,CRM
2013-04-30,2462796000.0,137049000.0,1927990000.0,892633000.0,683639000.0,-44540000.0,-44540000.0,-67721000.0,588385000.0,,,,,,CRM
2013-07-31,2818649000.0,300000000.0,579881000.0,1849727000.0,1423016000.0,-84397000.0,-84397000.0,8882000.0,591210000.0,2098900000.0,1582471000.0,-168847000.0,-168847000.0,-288408000.0,CRM
2013-10-31,2912356000.0,292500000.0,651750000.0,2925761000.0,2230863000.0,-182328000.0,-182328000.0,-115552000.0,594346000.0,2809147000.0,2098037000.0,-261272000.0,-261272000.0,-154359000.0,CRM
2014-01-31,3038510000.0,285000000.0,781635000.0,,,,,,610143000.0,,,,,,CRM
2014-04-30,3131914000.0,277500000.0,827891000.0,1226772000.0,934467000.0,-55341000.0,-55341000.0,-96911000.0,612512000.0,,,,,,CRM
2014-07-31,3300568000.0,270000000.0,774725000.0,2545323000.0,1945187000.0,-88775000.0,-88775000.0,-157999000.0,614797000.0,,,,,,CRM
